"details","date","city","state","country","shape","summary","report_date","posted_date","image"
"https://nuforc.org/sighting/?id=163047","05/06/2021 22:00","Bauxite","AR","USA","Formation","String of objects silently moving through the night sky","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163050","05/06/2021 21:50","Fayetteville","AR","USA","Sphere","Looking towards the west sky, I saw several oval shaped glowing vessels in kind of a line. They were not making any sound but seemed cl","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163052","05/06/2021 21:45","Metropolis","IL","USA","Light","The lights were not flashing and moving at the same speed.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163053","05/06/2021 21:45","Dover","DE","USA","Formation","Massive String of lights in sky","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163031","05/06/2021 21:38","Amory","MS","USA","Formation","10 lights in a row with the same space between them moving at a high speed. Took pictures with cell phone.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163029","05/06/2021 21:30","Flippin","AR","USA","Circle","30 bright objects moving in a wave motion and 1 by 1 disappearing up into the sky.","05/07/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163046","05/06/2021 21:30","Fitchburg","WI","USA","Light","Dozens of aircraft, seen traveling in a line, outside Madison Wisconsin. Looked like oriens belt, but with 40 stars instead of 3.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163027","05/06/2021 21:15","Pahrump","NV","USA","Unknown","Straight lines of illuminated objects","05/07/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163042","05/06/2021 21:10","Redding","CA","USA","Light","String of dozens of solid lights","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163048","05/06/2021 21:01","Colorado Springs","CO","USA","Light","Bright solid light followed by helicopter","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163032","05/06/2021 21:00","West Valley/Phoenix/Glendale","AZ","USA","Disk","odd light formation ((Starlink satellites??))","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163036","05/06/2021 21:00","Arroyo Seco","NM","USA","Light","I saw eight moving slow light in the sky ""Fleet"" ((Starlink satellites??))","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163041","05/06/2021 21:00","San Jose","CA","USA","Sphere","freaked me out","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163035","05/06/2021 20:43","Longmont","CO","USA","Light","Lights very high in the sky moving aircraft speed moving from SW to NE direction. ((Starlink satellites??))","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163030","05/06/2021 20:30","Walsenburg","CO","USA","Unknown","2 adult individuals witness a distant object extremely high in the southern night sky over walsenburg Colorado. The object was illumin","05/07/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=176140","05/06/2021 18:48","Moab","UT","USA","Sphere","Filmed two spherical metal objects fly by, both following the same flight path.","06/08/2023","07/10/2023","Y"
"https://nuforc.org/sighting/?id=162952","05/06/2021 05:30","Houston","TX","USA","Formation","A long single file group of approximately 25 to 30 objects moving from the northwest to southeast. The objects appeared like a medium s","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162956","05/06/2021 04:45","Palm Springs","CA","USA","Formation","Formation of ten bright lights over Palm Springs","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163043","05/06/2021 00:00","Bishop","CA","USA","Formation","Bishop, CA 20+ objects in straight, evenly spaced formation moving slowly west to east.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162981","05/05/2021 22:45","Toronto (Canada)","ON","Canada","Circle","Orange/Red circle flying north to south over Toronto","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162982","05/05/2021 22:35","Cleveland","TN","USA","Light","30+ lights in a line.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163038","05/05/2021 22:04","Kelseyville","CA","USA","Other","I was walking down by the lake and saw this long what looked like a contrail left by a jet airplane but all lights it was the weirdest","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162973","05/05/2021 22:00","Albuquerque","NM","USA","Formation","I thought I was looking at Cassiopeia with its 'W' shape, then I released that it was a series of lights moving silently across the sky","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162978","05/05/2021 22:00","Silver City","NM","USA","Light","I saw seven flying craft with lights all flying in a line and then disappearing within seconds with no lights","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162951","05/05/2021 21:42","Salt Lake city","UT","USA","Changing","3 separate fleets of light in the sky in 1 night.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162953","05/05/2021 21:30","Williams","AZ","USA","Formation","Very long, straight craft with string of bright lights on it seen moving slowly in night sky near Williams Arizona.","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162970","05/05/2021 21:25","Reno","NV","USA","Light","40-50 lights in line across the Reno sky.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162963","05/05/2021 21:24","Bliss","ID","USA","Light","I saw these lights and Bliss Idaho.They were all in a straight line.Possibly a little higher than a small plane would fly.Moving slowly","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163429","05/05/2021 21:17","Show Low","AZ","USA","","MADAR Node 74","05/26/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=162966","05/05/2021 21:05","Sutter Creek","CA","USA","Cigar","Approximately 60 aircraft lined up like a train flying south to north.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162976","05/05/2021 21:04","Chino Valley","AZ","USA","Circle","String of approximately 10 circular lights moving in one direction overhead very slowly disappearing one at a time","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162947","05/05/2021 21:00","Tucson","AZ","USA","Orb","30 plus white circular objects in linear flight in Tucson, AZ sky. ((Starlink satellites??))","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162968","05/05/2021 21:00","Gardnerville","NV","USA","Circle","My wife and I were in the hot tub when I observed 8 circular lights heading northeast over the Pine Nut Mountain Range in northwestern","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162972","05/05/2021 21:00","Cordes Lakes","AZ","USA","Circle","Single file streaming like abarmada aprox 200 as we 4 watched amazed calling to the nebors to come see. As a friend pulled up he also","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162975","05/05/2021 21:00","Sylmar","CA","USA","Light","100+ lights in single formation flying SW over LA county","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162977","05/05/2021 21:00","Pinon Hills","CA","USA","Circle","A large group of small star like crafts flying in a straight line heading from north east spaced out evenly about 5 to ten feet apart a","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162959","05/05/2021 20:58","Madera","CA","USA","Formation","Weird string of lights","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162950","05/05/2021 20:57","Tollhouse","CA","USA","Unknown","10-12 objects flying in formation just above horizon, silently one after the other going north over Sierra","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162974","05/05/2021 20:50","Camarillo","CA","USA","Light","At least 100 bright lights in a very long straight line and was very quiet.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162969","05/05/2021 20:40","Henet","CA","USA","Orb","30 small orb lights in a row","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163084","05/05/2021 20:30","Buckeye","AZ","USA","Oval","9 yellow orbs float overhead before space x satellites appear.","05/08/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162983","05/05/2021 20:30","Cumberland","RI","USA","Fireball","3 yellow/orange fireball like lights traveling silently and following each other.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163080","05/05/2021 13:00","Cleveland","TX","USA","Cylinder","Flying Garbage Can?????","05/08/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162971","05/05/2021 10:05","Park City","UT","USA","Formation","We witnessed a straight line of approximately 25 white lights, (no flashing), traveling at a uniform speed and perfectly spaced. They a","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162961","05/05/2021 10:00","Silver city","OR","USA","Unknown","I was in my car turning onto my street when I saw 7 bright lights all flying in a line right above me and then before I could take a pi","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162967","05/05/2021 09:15","Kingman","AZ","USA","Formation","see above statement.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163430","05/05/2021 06:36","Garrettsville","OH","USA","","MADAR Node 64","05/26/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=163002","05/05/2021 04:45","Los Osos","CA","USA","Light","Trail of 60+ lights traveling in a line without sound in close linear formation- not visible on cameras","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163003","05/05/2021 04:45","Garden Valley","CA","USA","Formation","line of non flashing lights.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163000","05/05/2021 04:40","Minden","NV","USA","Light","Starlight objects moving rapidly in a straight line across the sky.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163001","05/05/2021 04:40","Oregon City","OR","USA","Orb","Around 4:30 AM I went to walk the dog.After sometime I looked up to see if I could find any Aquarid meteors. Instead I saw small orbs o","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=164134","05/05/2021 02:15","Everett","WA","USA","Cross","T-shaped white light silently zoomed across horizon then stopped on a dime, with a red halo appearing and disappearing","07/22/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=162964","05/05/2021 00:00","Willcox","AZ","USA","Light","A series of lights moving in a line through the NW sky slow and low. No noise, evenly spaced, White light.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162999","05/04/2021 22:00","Spicer","MN","USA","Rectangle","Titanic size, slow, low floating, silent, rectangle","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163018","05/04/2021 21:58","Weston","WI","USA","Formation","Looked like a string of white lights..solid.","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163004","05/04/2021 21:56","Clovis","CA","USA","Fireball","Fireballs in the night sky","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162990","05/04/2021 21:55","Maple Lake","MN","USA","Cigar","I saw a string of lights in an absolute straight line flying silently across the sky from West to E. ((Starlink satellites??))","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162954","05/04/2021 21:30","Harrington","ME","USA","Cylinder","I was taking out my trash for the following morning and saw this florescent cylinder shaped craft hovering above our home, I called to","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163011","05/04/2021 21:30","Stanwood","WA","USA","Other","White unblinking lights in long line, straight formation, no sound, slow steady speed in straight line moving west to east","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163026","05/04/2021 21:30","Tigard","OR","USA","Light","Row of lights moving together silently through the sky","05/07/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163005","05/04/2021 21:25","Santa Clara/Eugene","OR","USA","Unknown","Series of lights seen while stargazing, possible UFO the length of the Hindenburg.","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163008","05/04/2021 21:25","Lebanon","OR","USA","Formation","A distinct, tight stream of colored lights (18+) in a straight line moving slowly across sky-definitely not planes-Never seen before","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163009","05/04/2021 21:25","Vancouver","WA","USA","Cylinder","At about 9:25 PM over West Vancouver, I observed what appeared to be a long tube or cylindrical shaped object flying at an angle toward","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163014","05/04/2021 21:25","Spanaway","WA","USA","Light","A large craft with numerous lights forming a line moving silently towards Mt. Rainier (east)","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163010","05/04/2021 21:24","Mukilteo","WA","USA","Other","On 5/24/21 just after dusk, with last light on a cloudless Western sky, I was taking my dog on our nightly walk around my neighborhood,","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162984","05/04/2021 21:00","Everett","WA","USA","Formation","Multiple lights that contracted then retracted into one then disappeared. ((Starrlink satellites??))","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162987","05/04/2021 20:00","Encinitas","CA","USA","Changing","3 Orbs Planted in the sky like stars but upon video taping were multi colored changing shapes","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163012","05/04/2021 19:20","Bend","OR","USA","Light","IFO - StarLink satellite train","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=168653","05/04/2021 15:00","Villanueva","NM","USA","Unknown","Tic tac in background of photo","06/14/2022","06/22/2022",""
"https://nuforc.org/sighting/?id=163013","05/04/2021 10:28","Sand Hollow","ID","USA","Unknown","Four of us sitting on our front porch enjoying the evening before bed out of nowhere we see this long line of straight white lights not","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162997","05/04/2021 07:35","Terrell","TX","USA","Disk","Strange Gray Disk Hovering then shooting up and disappearing..","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162936","05/04/2021 04:45","North Plains","OR","USA","","","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162942","05/04/2021 04:40","Zamora","CA","USA","Circle","EMS sees line of UFOs traveling two by two.","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162939","05/04/2021 04:30","Madera","CA","USA","Formation","line of about 10 stars that were moving, the front one disappears and another appears on the back, sometimes stop and go","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163110","05/04/2021 01:45","Mullingar (Ireland)","","Ireland","Circle","On 4th of May 2021 I was in bed and my partner came to the bedroom at 1:40am he was goung to bed but looked at the window and shout my","05/11/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162949","05/04/2021 01:00","Zimmermann","MN","USA","Fireball","There was a massive line of straight light looking like fire balls but in a perfect formation with blinking lights all around it. It ho","05/06/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163020","05/03/2021 22:30","Point of Rocks","WY","USA","Light","Facing west I noticed 6-8 box’s connected at about 170 degrees moving wnw at slow to medium speed, each box was connected in line and","05/07/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162932","05/03/2021 21:15","Jacksonville","FL","USA","Fireball","We saw a bright fireball in the sky that was very bright and moving slowly. Initially we thought it was a drone. As it moved towards","05/03/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162980","05/03/2021 21:00","Pismo Beach","CA","USA","Triangle","Black triangle with three white lights at each corner passed overhead slowly and silently at 9 pm in a residential area near hwy 101.","05/05/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163006","05/03/2021 19:30","Brandon","MS","USA","Sphere","Bright mini sized moon appeared near dusk in the northern sky for about 5 minutes and then zoomed out of sight","05/04/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=171426","05/03/2021 16:35","Springfield","MO","USA","Cigar","Saw a stationary black craft twice as big as airplane.","08/27/2022","09/09/2022",""
"https://nuforc.org/sighting/?id=163432","05/03/2021 16:25","Springfield","MO","USA","","MADAR Node 36","05/26/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=162898","05/03/2021 13:00","Auburn","WA","USA","Oval","Drone footage of impossible fast moving object.","04/30/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162929","05/02/2021 22:50","Clearwater Beach","FL","USA","Formation","Two bright white object moving in high rate of speed and synchronized movements.","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=178102","05/02/2021 22:15","Abbotsford","BC","Canada","Chevron","Three black boomerangs flew almost overhead. 1 exse-me, the other 2 heading south.","09/06/2023","09/10/2023",""
"https://nuforc.org/sighting/?id=167448","05/02/2021 21:50","Bessemer","MI","USA","Other","Tall being disappeared and at night I woke from sleep in pain.","04/12/2022","04/22/2022",""
"https://nuforc.org/sighting/?id=163107","05/02/2021 20:45","Westport","CT","USA","Unknown","Unusual path and abrupt changes of direction by a star-like object in the sky","05/10/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163431","05/02/2021 14:53","Kansas City","MO","USA","","MADAR Node 40","05/26/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=162910","05/02/2021 11:00","Colorado Springs","CO","USA","Sphere","7 white objects fly across blue sky and then disappeared","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162915","05/02/2021 06:30","Seattle","WA","USA","Circle","Circle objest hovering in the clouds above flight path.","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163079","05/02/2021 05:00","Atlanta","GA","USA","Fireball","Ring Door Bell Recording UFO disappearing","05/08/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162926","05/02/2021 04:00","Claremore","OK","USA","Triangle","Large triangular object with soft points, light blue edges and black towards the center. It was moving incredibly fast. It was moderate","05/03/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162925","05/01/2021 23:00","Burkesville","KY","USA","Oval","Was over cumberland river near bridge and flew over house on south side bluetooth radio and lights outside started to blink radio made","05/03/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=164365","05/01/2021 22:06","Waterbury","CT","USA","Sphere","There were several small lights moving across the sky while I was at a stop light","08/16/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=162920","05/01/2021 22:00","Massapequa Park","NY","USA","Fireball","Fireball shape moving very fast through the sky. Did not have any sound. Seen moving in a straight line for about 20 seconds before dis","05/01/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162902","05/01/2021 21:00","Hartsel","CO","USA","Light","Dancing red lights above elkhorn basin.","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162923","05/01/2021 21:00","Crest Hill","IL","USA","Light","bright object moving southeast to northwest","05/03/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163301","05/01/2021 20:56","Grand Junction","CO","USA","","MADAR Node 75","05/20/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162912","05/01/2021 20:00","Fond du Lac","WI","USA","Circle","black/dark gray circular object comes out of the clouds before disappearing back into them","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162913","05/01/2021 20:00","Fond du Lac","WI","USA","Circle","dark circular object comes out of the clouds before disappearing back into them","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162911","05/01/2021 18:20","Chicago","IL","USA","Formation","My wife and I were sitting on the grass in the park overlooking the water of Lake Michigan at Montrose Harbor facing East. The sky was","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163299","05/01/2021 18:20","Valley City","ND","USA","","MADAR Node 93","05/20/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162903","05/01/2021 18:00","Fredericksburg","VA","USA","Circle","Large group of small circular objects","05/02/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=162921","05/01/2021 16:35","Glens Falls","NY","USA","Triangle","Triangular object glens falls","05/01/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163309","05/01/2021 16:00","Buffalo","NY","USA","","MADAR Node 163","05/20/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=162922","05/01/2021 12:45","West Hollywood","CA","USA","Egg","UFO sighting from West Hollywood looking NE","05/01/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163310","05/01/2021 12:09","Manchester","CT","USA","","MADAR Node 151","05/20/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=162894","05/01/2021 08:45","Vero Beach","FL","USA","Other","Metal object in daylight sky very slow moving","05/01/2021","05/20/2021",""
"https://nuforc.org/sighting/?id=163878","06/30/2021 22:50","Salina","KS","USA","Cylinder","Long orange light in the sky traveling north","06/30/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163880","06/30/2021 21:24","Felpham/Bognor Regis (UK/England)","","United Kingdom","Light","My husband and I were on the beach at Felpham West Sussex and noticed a light appearing and disappearing in different spots.It was cons","06/30/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=170173","06/30/2021 13:00","","NV","USA","Cigar","Metallic looking blimp. Moving across mountain top, object was close enough to easily see, it was making no noise.","06/30/2022","09/09/2022",""
"https://nuforc.org/sighting/?id=164131","06/30/2021 05:43","Jonesboro","AR","USA","","MADAR Node 143","07/23/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163887","06/29/2021 23:35","Dayton","OH","USA","Light","Bright light shifts, dims, suddenly accelerates and disappears.","07/02/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163862","06/29/2021 22:30","Charlotte","NC","USA","Orb","White Light Cruising Over Charlotte, Stopped, Then Continued While Pulsing, No Sound","06/29/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163868","06/29/2021 20:30","Worthington","OH","USA","Teardrop","Three small craft moving silently over railroad tracks","07/01/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164052","06/28/2021 23:11","Edison","NJ","USA","Other","H SHAPE CRAFT SEEN BY EDISON NJ","07/13/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163823","06/28/2021 22:50","Lakebay","WA","USA","Rectangle","Helicopter follows black rectangular craft near Tacoma WA","06/28/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=167182","06/28/2021 22:30","Boardman","OH","USA","Circle","June 18.2021 orange lights in triangle","03/21/2022","04/22/2022","Y"
"https://nuforc.org/sighting/?id=163937","06/28/2021 15:48","Brandon","FL","USA","Triangle","At 3:47 pm at the end of June, I had the urge to leave my work desk (insurance agent) and eat crackers while looking out the window. I","07/08/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=178498","06/28/2021 11:10","Okarche","OK","USA","Other","Unusually shaped rotating object in a daytime sky","09/28/2023","10/28/2023","Y"
"https://nuforc.org/sighting/?id=168198","06/28/2021 02:24","Millersburg","OH","USA","Cylinder","Flickering “craft” moving in different directions and slow. Seemed to change shape when flashing","05/22/2022","06/22/2022","Y"
"https://nuforc.org/sighting/?id=163883","06/28/2021 00:45","Stockbridge","MI","USA","Rectangle","I was driving around 12:45 AM in the morning coming back from work when I first saw the object. Sometimes farmers go into the baseball","07/02/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163826","06/27/2021 22:45","Yakima","WA","USA","Light","Bright light in sky","06/28/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163831","06/27/2021 22:00","Wilton","CT","USA","Light","3 lights moving north","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163867","06/27/2021 21:50","Aubrey","TX","USA","Circle","Bright, possibly spinning object videoed traveling east to west at a steady rate in late evening.","07/01/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163830","06/27/2021 21:30","Upper Tract","WV","USA","Light","At approximately 21:30 we witnessed the brightest planet type light I have ever seen traveling east to west. From my point of view, th","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163835","06/27/2021 21:24","Oakley","CA","USA","Circle","My first UFO sighting","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163825","06/27/2021 21:20","Mililani","HI","USA","Oval","White round object traveling fast making 90 degree turns","06/28/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=173955","06/27/2021 21:03","San Diego","CA","USA","Light","Floating light formation kept hovering and dimming in and out but zero movement what so ever","01/15/2023","03/06/2023","Y"
"https://nuforc.org/sighting/?id=163834","06/27/2021 18:30","Bray (Ireland)","","Ireland","Sphere","My 10 year old son witnessed and photographed a small bright light high in the sky in Bray, Wicklow, Ireland that appeared from above","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163829","06/27/2021 18:00","Northridge","CA","USA","Triangle","Saw a large shiny object in the sky that had two bright lights on either side. It was shiny and hovering, planes flying behind and infr","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163828","06/27/2021 17:00","Ottawa (Canada)","ON","Canada","Cylinder","Looking up at an overcast sky, the ufo came into view below the cloud cover from the west and steadily made it's way east without a sou","06/28/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163876","06/27/2021 13:22","Star","ID","USA","Disk","Disc moving slowly overhead while sitting in our backyard.","06/30/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163838","06/27/2021 04:47","Selma","AL","USA","Circle","White star like dot moving across sky before day light.","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164110","06/27/2021 03:17","Watsonville","CA","USA","","MADAR Node 105","07/21/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164108","06/27/2021 01:25","Mt. Vernon","IN","USA","","MADAR Node 119","07/21/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163832","06/27/2021 00:07","Nampa","ID","USA","Sphere","The black object appeared coming from Kuna Traveling over Nampa ( crossing Greenhurst/12th) towards Boise direction. The object was bl","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164111","06/26/2021 21:16","Millerton","PA","USA","","MADAR Node 104","07/21/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163839","06/26/2021 21:00","Methuen","MA","USA","Light","I saw 1 orange light heading diagonal across my view and was slowly fading. I heard a small noise but once it disappeared I didn’t see","06/26/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163841","06/26/2021 18:00","Edgewood","NM","USA","Circle","White circle, above clouds, moving slowly against wind","06/26/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=170373","06/26/2021 16:20","Saginaw","TX","USA","Unknown","Taking pictures of a weather balloon and captured UAP.","07/07/2022","09/09/2022","Y"
"https://nuforc.org/sighting/?id=163861","06/26/2021 13:32","Marathon","NY","USA","Egg","say a egg shaped craft fly over me and my friend","06/29/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=166525","06/26/2021 12:52","Paradise Springs","CA","USA","Sphere","Floating sphere like metallic object floated with intelligence over the trees.","02/01/2022","03/04/2022",""
"https://nuforc.org/sighting/?id=163833","06/26/2021 00:00","Palm Coast","FL","USA","Oval","PALM COAST FLORIDA UFO SIGHTING","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163837","06/25/2021 21:30","Benton","LA","USA","Triangle","Triangular shaped craft silently skating/ flying over house and neighborhood","06/27/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163849","06/25/2021 05:30","Lexington","VA","USA","Oval","Strange but very beautiful","06/26/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163816","06/24/2021 17:45","New York City (Manhattan)","NY","USA","Flash","Saw an extremely bright light late in the afternoon traveling at a very high altitude.","06/24/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164248","06/24/2021 14:00","Abilene","TX","USA","Teardrop","White egg/teardrop craft seen hovering near Abilene, TX","06/25/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=164107","06/24/2021 13:20","Pine Bush","NY","USA","","MADAR Node 165","07/21/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=168084","06/24/2021 10:37","getting to california","CA","USA","Cylinder","this photo had disappeared when it was taken and today we found it looking for something else","05/28/2022","06/22/2022","Y"
"https://nuforc.org/sighting/?id=163815","06/24/2021 10:10","Saratoga Springs","NY","USA","Sphere","UFO chased by a military helicopter at approximately 10:10 EST, near Saratoga Springs, NY","06/24/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163853","06/24/2021 00:58","Newton Township","MI","USA","Disk","We were traveling in Newton Township alongside the Hiawatha National Forest to Munising. I saw a bright flash of light to my left. I","06/25/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=163794","06/23/2021 20:00","Medina","TN","USA","Unknown","Unknown bright object disappears in a cloudless sky","06/24/2021","07/31/2021",""
"https://nuforc.org/sighting/?id=163814","06/23/2021 15:15","Solon","OH","USA","Other","Observed an unknown object flying over a cloud that resembled a helicopter with no rotors.","06/24/2021","08/16/2021",""
"https://nuforc.org/sighting/?id=170930","06/23/2021 13:09","Wenonah","NJ","USA","Orb","Soap bubble type orb landing","08/04/2022","09/09/2022",""
